,std,mean
0219KO,23.181035218072395,23.760571428571428
0220BB,23.090045001066162,23.014285714285716
0220BR,14.86277962398893,16.033714285714286
0221BR,11.247727180310212,11.767428571428573
0221KO,32.07934496421854,38.482
0222BB,2.213244225113894,27.655
0222BR,5.234551875121053,21.233333333333334
0222KO,0.2262741699796954,27.86
0223BR,204.28771141048432,153.86333333333332
0223KO,9.990838912967916,10.907142857142857
0224BB,30.32634001417682,31.52114285714286
0224BR,6.344858811142551,52.94333333333333
0224KO,14.17727076649644,14.992285714285714
0225BB,16.814136469354708,17.29171428571429
0225BR,96.99168417962439,131.61
0225KO,27.823800363477783,61.91
0226BB,24.279495872689218,24.929142857142857
0226BR,0.6143560314128409,25.323333333333334
0226KO,21.590510684016685,22.328857142857142
0227BB,19.770705601975866,31.46
0227BR,1.310737705772339,25.823333333333334
0227KO,20.668166924853626,21.097714285714286
0228BB,6.088189386016169,77.465
0228BR,18.430306895678854,17.976285714285712
0228KO,21.19091533589593,21.736857142857144
0229BB,9.927779207859121,72.83
0229BR,59.66376873781944,84.08
0229KO,21.8141735591158,21.602857142857143
0230BB,25.6679912987153,26.428571428571427
0230KO,20.162316826990214,21.209142857142858
0231BB,0.7848885271170674,54.075
0231BR,29.110647646291802,29.116285714285716
0231KO,6.3163081175077345,7.355999999999999
0232BB,21.604186833562977,22.743714285714287
0232BR,15.867476169826126,35.660000000000004
0232KO,6.972928239648973,7.428000000000001
0233BB,0.5939696961967024,79.28
0233BR,21.38050884538053,22.68342857142857
0233KO,0.08485281374238891,35.39
0234BB,13.662970412915403,14.185714285714285
0234BR,0.837217614084495,22.993333333333336
0234KO,1.5273506473629441,22.200000000000003
0235BB,26.497234583626085,27.10166666666667
0235BR,27.023100959263456,44.46636363636364
0235KO,15.873301298647585,16.23
0236BB,0.22627416997969793,54.709999999999994
0236BR,27.605009903361854,29.034000000000002
0236KO,29.414291721525302,28.638857142857145
0237BB,21.609183233060893,47.82
0237BR,39.73247374629472,71.09200000000001
0237KO,14.006827541516236,20.502000000000002
0238BB,879.0638328198753,319.92583333333334
0238BR,23.15198297140056,23.322352941176472
0238KO,18.90614595728022,20.205428571428573
0239BB,19.64520793022687,17.063714285714287
0239BR,25.736952386622246,27.243714285714287
0239KO,20.34268536597761,21.96142857142857
0240BB,8.937829714197958,12.559999999999999
0240BR,168.19420808497935,183.2266666666667
0240KO,14.884695043961235,13.874137931034484
0241BR,20.185299014444176,21.34914285714286
0241KO,16.91399420598221,59.92
0242BB,15.179805846789296,15.54657142857143
0242BR,23.107591826064432,69.24
0242KO,19.047623054691456,19.818285714285715
0243BB,31.76323661089971,40.949999999999996
0243BR,15.205102313487942,29.318181818181817
0243KO,6.105110244085441,6.746285714285714
0244BB,0.2262741699796929,34.42
0244BR,24.61858651882504,24.24085714285714
0244KO,30.771113855354013,32.68857142857143
0245BB,15.35100783924861,15.903714285714285
0245BR,337.89158275991423,270.61999999999995
0245KO,23.358842437072948,63.818000000000005
0246BB,0.021213203435595972,22.455
0246BR,21.511130017315427,22.809714285714286
0246KO,18.752217468875514,19.516000000000002
0247BB,22.28093467518812,64.41499999999999
0247BR,20.28492931905338,21.756857142857143
0247KO,15.376629970305503,16.96485714285714
0248BB,24.563482671485758,20.59857142857143
0248BR,14.525704802177414,51.04
0248KO,24.920578054857305,22.918
0249BB,6.173731040301577,6.154571428571429
0249KO,25.923737063419953,45.311
0250BB,7.532051937324558,7.647714285714287
0250BR,47.600716859681384,23.512999999999998
0250KO,24.568104044953007,43.701818181818176
0251BB,16.620232243622013,17.734857142857145
0251BR,31.046436188393667,70.45
0251KO,9.234424906909176,9.202857142857143
0252BB,10.692857099072095,10.937999999999999
0252BR,24.298823283055835,25.296
0252KO,9.840309040716491,10.556571428571429
0253BB,21.266520826576848,21.18914285714286
0253BR,26.07286089262263,27.526857142857143
0253KO,17.12754110693499,17.856571428571428
0254BB,30.805049624257077,23.83
0254BR,23.895715919486758,26.55029411764706
0254KO,26.16789212144743,26.360416666666666
0255BB,6.029602701629336,6.039714285714285
0255BR,17.694459584853107,64.91000000000001
0255KO,114.33862290097234,35.70885714285714
0256BB,3.0476302269140163,74.695
0256BR,14.038428212113585,50.66
0256KO,20.50609609298635,20.152285714285714
0257BB,8.068088373338504,101.795
0257KO,24.038433166304934,42.91090909090909
0258BB,23.535103236861907,23.83742857142857
0258BR,24.5826871578182,26.007428571428573
0258KO,12.890211366600248,13.332571428571429
0259BB,22.98636223371362,25.325714285714284
0259BR,14.523033853140507,15.437058823529412
0260BB,7.050214668892739,7.587826086956523
0260BR,14.133581803684772,14.129583333333334
0260KO,14.783993291633314,15.248
0261BB,0.0,1.77
0261BR,23.013792587135608,23.610857142857142
0261KO,20.096844260821083,21.16485714285714
0262BB,11.581361681848861,12.255833333333333
0262BR,1.123847557871317,39.24666666666667
0262KO,21.725115052252622,22.652285714285714
0263BB,4.712781957773201,4.815428571428571
0263BR,8.789290832219253,108.52666666666666
0263KO,16.744112483411676,18.121714285714287
0264BB,22.776274224794218,23.501714285714286
0264BR,0.30405591591021647,26.545
0264KO,18.378065235986675,30.86727272727273
0265BB,14.183402727877978,14.714
0265KO,20.68673304399739,21.486285714285714
0266BB,17.0200602231602,46.69499999999999
0266BR,21.536372836621844,22.245428571428572
0266KO,13.752713272403419,14.498
0267BB,21.33763155798229,22.371714285714287
0267BR,0.21213203435596223,54.75
0267KO,9.213630676997035,9.577428571428571
0268BB,53.812336060320845,57.77628571428571
0268BR,50.00667722081389,74.995
0268KO,8.65061034423185,9.132285714285715
0269BB,15.360083579298166,15.821714285714286
0269BR,30.123308251252883,62.56
0269KO,17.96993907669606,19.63114285714286
0270BB,30.937310313143975,30.701999999999998
0270BR,13.087472982804213,12.987428571428572
0270KO,9.313674729922123,9.285714285714286
0271BB,15.516017243237291,15.620285714285716
0271BR,1.3293607486307062,71.36
0271KO,15.219904222360112,16.700857142857142
0272BB,31.481903517348346,30.702571428571428
0272BR,46.4365161627499,51.97666666666667
0272KO,11.372368858130576,11.889714285714286
0273BB,4.42094698779657,4.444285714285715
0273BR,20.3471139447921,21.618
0273KO,19.807446087373346,16.268285714285714
0274BB,6.674167030140801,7.263428571428571
0274BR,22.152405438748392,22.422571428571427
0274KO,18.474662649152762,19.074
0275BB,23.68838537512999,24.275714285714287
0275BR,23.407385130668956,24.705142857142857
0275KO,28.299725351281822,29.135428571428573
0276BB,32.108802575884745,28.771428571428572
0276BR,45.462918222803665,74.76666666666667
0276KO,17.497665548977256,17.20057142857143
0277BB,1.2727922061357848,26.880000000000003
0277BR,13.780163937749814,14.803714285714285
0277KO,16.614742071956666,14.674000000000001
0278BB,25.5982964473889,24.42685714285714
0278BR,20.979778359172432,56.64
0278KO,30.53374562979252,31.696857142857144
0279BB,16.652910175429525,17.40342857142857
0279BR,9.0892482270721,82.81333333333333
0279KO,38.80540298082474,40.836285714285715
0280BB,15.598016292750419,12.642285714285714
0280BR,24.447477638700004,24.0045
0280KO,25.971827406317203,27.074
0281BB,35.270703632928914,30.95952380952381
0281BR,13.157740457600609,13.731142857142856
0281KO,5.543113950561324,5.313714285714285
0282BB,15.672868530393998,14.329166666666666
0282BR,0.46669047558311894,62.9
0282KO,16.31453367498618,17.119032258064518
0283BB,11.014813226749151,11.211142857142857
0283BR,0.9187672900867366,66.21333333333332
0283KO,19.384366090731362,20.004285714285714
0284BB,15.76978644020736,16.399428571428572
0284BR,12.785187772831287,14.020285714285714
0284KO,13.717408598400146,15.068857142857143
0285BB,14.628583663499347,15.256
0285BR,66.35242597926117,105.38333333333333
0285KO,19.31989503164066,19.779714285714284
0286BB,0.08485281374238389,29.23
0286BR,102.14329542363511,97.99
0286KO,16.709326133388288,14.972857142857142
0287BB,11.905618488622869,12.741142857142856
0287BR,17.073148508696335,66.03
0287KO,42.54122930076384,48.90085714285714
0288BB,3.047630226914021,77.035
0288BR,17.948518741110643,30.86333333333333
0288KO,25.179362240873832,25.942285714285713
0289BB,43.28294623500817,44.16
0289BR,22.445646943732523,23.97457142857143
0289KO,5.9128864682618945,5.910285714285714
0290BB,17.756080544492946,18.465142857142855
0290BR,21.695678119746116,23.835428571428572
0290KO,36.26653030148729,36.621249999999996
0291BB,12.563062518030101,12.481142857142856
0291KO,74.57409143898155,78.40514285714285
0292BB,0.6717514421272209,29.415
0292BR,4.923436299983988,63.182500000000005
0292KO,22.33107022690564,23.062857142857144
0293BB,19.919198026025043,41.775
0293BR,945.1472754505864,523.4825
0293KO,19.1954273616567,20.460857142857144
0294BB,10.725715059118983,11.272
0294BR,19.853822682950764,21.091142857142856
0294KO,11.203605377081885,10.789714285714286
0295BB,42.36894641125738,-19.991999999999997
0295BR,33.51952539725381,34.327714285714286
0295KO,26.70218633292006,28.07742857142857
0296BB,18.099415671367055,18.980416666666667
0296BR,63.824229202813974,128.74333333333334
0296KO,18.594165878196375,19.342000000000002
0297BB,63.79000277565166,69.106
0297BR,5.757189707950686,87.10333333333334
0297KO,19.000103790074768,21.399714285714285
0298BB,15.584387769984493,13.19037037037037
0298BR,66.52633430727741,56.97818181818182
0298KO,13.788969071951206,14.162857142857142
0299BB,3.1466251762801374,31.674999999999997
0299BR,16.42287703942585,17.06742857142857
0299KO,24.470742132273017,26.491714285714288
0300BB,8.550043471313145,8.335142857142857
0300BR,15.41360897650749,16.086285714285715
0300KO,7.384715193383896,7.291428571428571
0301BB,10.462727610313625,9.167619047619048
0301BR,4.557415203087531,79.765
0301KO,21.3226453456839,20.19685714285714
0302BB,9.899494936611665,47.94
0302BR,164.77503279724553,118.07666666666667
0303BB,11.029715043897546,11.390857142857143
0303BR,29.201941155901388,55.305454545454545
0303KO,16.029157675883017,16.914285714285715
0304BB,11.928769684911021,13.58625
0304BR,24.204629698128613,25.708
0304KO,19.065200211728712,18.88655172413793
0305BB,31.11082997636324,56.097272727272724
0305KO,16.85280444457417,14.469999999999999
0306KO,12.02854471243964,12.463428571428572
0307BR,0.4772141378179538,25.513333333333332
0307KO,15.728153300262528,15.150645161290322
0308BB,18.127984726717443,18.771428571428572
0308BR,4.4186008343516825,80.44333333333333
0308KO,8.255576541563492,9.779714285714286
0309BB,25.297312475585127,26.291428571428572
0309BR,18.66833218009993,19.438285714285715
0309KO,10.246193308293785,10.898571428571428
0310BB,12.4701700001216,12.968857142857141
0310BR,8.111864254329719,9.883714285714285
0310KO,11.417126636994148,10.921612903225807
0311BB,11.828633199205415,11.808857142857143
0311BR,0.6765599258996439,35.24666666666666
0311KO,18.6430960479235,17.658571428571427
0312BB,5.28158530150763,5.3429166666666665
0312BR,0.37220066272554453,62.88666666666666
0312KO,15.143583282098353,15.838285714285716
0313BB,25.027522540951093,25.829142857142855
0313BR,7.544620047866339,32.6075
0313KO,11.322670669609577,10.703714285714286
0314BB,14.461516099605868,15.231428571428571
0314BR,6.293250352560277,73.19
0314KO,17.610430264977825,17.824
0315BB,12.982480502585007,75.46000000000001
0315BR,6.617915079539779,45.0
0315KO,9.066073779840565,8.980571428571428
0316BB,40.7432163376461,41.44083333333334
0316BR,5.54416980471643,6.184
0316KO,11.941860580229829,12.132
0317BB,18.373532219796065,18.545833333333334
0317BR,4.857972828248426,53.18
0317KO,19.604631355581144,18.61
0318BB,17.743042641691247,15.577142857142858
0318BR,35.247936021581644,34.26057142857143
0318KO,8.969444930035593,9.856
0319BB,7.691995107869985,8.096285714285715
0319BR,15.903568215857565,16.802941176470586
0319KO,13.686014992924514,14.476285714285714
0320BB,0.4101219330881964,26.68
0320BR,23.71623312091063,24.085714285714285
0320KO,21.833153565663594,23.292285714285715
0321BB,11.227889931720943,11.625833333333333
0321BR,0.9132907532653544,37.88
0321KO,15.284296505363455,16.015428571428572
0322BB,4.35577777210913,36.92
0322BR,33.631057570842664,44.55333333333334
0322KO,10.738270219724775,10.168387096774193
0323BB,7.372339006552548,7.577916666666667
0323BR,47.240918538590556,57.11257142857143
0323KO,19.484637309748337,20.060285714285715
0324BB,8.608236304197716,9.109714285714286
0324BR,4.323933394491644,58.660000000000004
0324KO,30.855338149300724,30.206666666666667
0325BB,20.718207139258393,21.03875
0325BR,9.780334009293002,84.96666666666665
0325KO,7.657376023353249,8.025714285714285
0326BB,0.1767766952966369,19.735
0326BR,25.492857862876157,26.504571428571428
0326KO,6.6598920171930915,6.989714285714286
0327BB,0.18384776310850473,27.46
0327BR,0.33234018715767655,31.195
0327KO,17.22442294773189,17.157999999999998
0328BB,16.70095668270674,17.426
0328BR,46.360244103470095,47.50666666666666
0328KO,8.995327003459055,9.355428571428572
0329BB,29.61363199609261,34.7
0329BR,21.177142136644175,21.795428571428573
0329KO,11.575581027942132,12.183428571428571
0330BB,15.112770436028628,13.548571428571428
0330BR,16.698378164759998,61.173333333333325
0330KO,12.65482966228754,12.697428571428572
0331BB,16.449381552063837,17.103714285714286
0331BR,17.854446224960324,92.875
0331KO,16.437104505898088,17.283142857142856
0332BB,22.533009321679806,44.74909090909091
0332BR,17.45139535968399,46.92
0332KO,22.05170971096052,21.456
0333BB,24.067082055277538,22.057142857142857
0333BR,20.68977061011455,22.487428571428573
0333KO,18.514724337967454,16.426571428571428
0334BR,3.0252327734132054,36.46333333333333
0334KO,18.261202087504326,19.324285714285715
0335BB,17.520233225300043,18.024285714285714
0335BR,20.329375876534225,22.15
0335KO,9.934081671471308,10.424857142857142
0336BB,12.968338366961284,62.83
0336BR,25.493531283659475,25.905428571428573
0336KO,18.43647289405187,18.597142857142856
0337BB,20.78556161773614,21.165999999999997
0337BR,0.5232590180780465,78.47999999999999
0337KO,10.188817630416315,10.682
0338BB,16.612382300991204,17.596857142857143
0338BR,22.27226108372279,23.02457142857143
0338KO,0.09899494936611203,71.22
0339BB,12.973765121527805,12.112857142857143
0339BR,12.133952365161154,34.6
0339KO,10.734787399115161,11.225714285714284
0340BB,16.444089853901566,17.010416666666668
0340KO,14.041951263770919,14.696
0341BB,15.237937210619506,15.245
0341BR,8.154777740686749,41.51
0341KO,11.355532972560518,25.270909090909093
0342BB,12.910247522508502,12.479714285714286
0342BR,0.6058327602014725,54.57333333333333
0342KO,9.227278093154197,9.740857142857143
0343BB,20.609477893620184,18.400952380952383
0343BR,21.948142866632647,24.497999999999998
0343KO,22.74253104100906,23.32371428571429
0344BB,14.945405898770083,15.718857142857141
0344BR,20.050276944377064,22.47342857142857
0344KO,25.25144419532435,26.038857142857143
0345BB,11.118715617138069,11.345714285714287
0345BR,20.503119488007084,21.861714285714285
0345KO,22.85763025793364,24.12514285714286
0346BB,8.877462901247473,9.793714285714286
0346BR,0.3818376618407376,63.3
0346KO,19.33927236992952,20.471714285714285
0347BB,13.273347541520307,13.782571428571428
0347BR,14.19056875818134,15.077714285714286
0347KO,19.009613017071747,19.558
0348BB,0.14142135623730775,31.29
0348BR,24.65020466957833,24.93257142857143
0348KO,18.173822146939024,18.880571428571425
0349BB,15.28888650033638,15.232857142857142
0349BR,2.4789581144773964,33.56333333333333
0349KO,21.66143813362369,23.292571428571428
0350BB,14.10952521102933,14.355714285714285
0350BR,21.785789659602354,23.984285714285715
0350KO,8.608119266769272,9.083428571428572
0351BB,13.005364038792324,13.48942857142857
0351BR,24.221973953104524,24.493142857142857
0351KO,10.29766894565395,10.707142857142857
0352BB,14.385892354092235,14.908
0352BR,19.490168161357232,20.69542857142857
0352KO,8.528769158638575,8.927142857142856
0353BB,20.05255054084834,18.90142857142857
0353BR,19.27913500971164,20.53342857142857
0353KO,11.566212492798645,12.108571428571429
0354BR,93.83299179820695,87.5204347826087
0354KO,13.769577524749408,13.377714285714285
0355BB,12.461307497121444,12.979142857142856
0355BR,5.8271805646756265,83.57666666666667
0355KO,9.796188874791474,9.658000000000001
0356BB,12.643069247615466,55.16
0356BR,19.349062505246415,19.89085714285714
0356KO,11.713069264571034,11.372857142857143
0357BB,16.59579615444827,110.845
0357BR,37.03117357938669,59.51166666666666
0357KO,7.9168160351528805,8.269428571428572
0358BB,0.1979898987322341,70.34
0358BR,19.758996027977062,20.443714285714286
0358KO,20.768064251949653,21.791142857142855
0359BB,10.929061092501788,19.33818181818182
0359BR,1.2044915939930847,66.64999999999999
0359KO,21.018291161779647,22.24685714285714
0360BB,10.436741988443199,11.159999999999998
0360BR,17.99455485800677,18.716857142857144
0360KO,85.20495433478783,91.56742857142858
0361BB,14.087050779487717,15.26057142857143
0361BR,1.4354267658086848,64.395
0361KO,19.804855049442086,20.926
0362BB,6.158900064134834,59.765
0362BR,1.4424978336205587,35.72
0362KO,0.6293250352560277,38.415
0363BB,12.290305382152006,11.403714285714285
0363BR,0.4813522618623499,56.800000000000004
0363KO,19.41109099925897,21.03857142857143
0364BB,13.736848763438429,14.234857142857143
0364BR,20.202270499459544,42.27333333333333
0364KO,9.338125747339147,9.23483870967742
0365BB,10.170714285419203,10.303428571428572
0365BR,15.492709575797255,45.485
0365KO,22.315737307932235,22.864857142857144
0366BB,20.18509638794118,19.764761904761905
0366BR,95.06152972329728,41.405
0366KO,16.00545530948325,14.720571428571429
0367BB,0.049497474683056014,45.525000000000006
0367BR,9.567154749453989,100.895
0367KO,15.138854446409734,15.875142857142857
0368BB,26.655922317973708,27.402285714285714
0368BR,0.12020815280171429,56.755
0368KO,15.961641214239243,16.60742857142857
0369BB,18.88875471336977,15.734285714285713
0369BR,11.002697018489249,11.552285714285714
0369KO,8.5356363499835,8.959428571428571
0370BB,10.988103044406381,11.717916666666667
0370BR,22.932098121245346,38.33833333333333
0370KO,7.749644047125187,8.106285714285713
0371BB,7.62035705729543,7.926285714285715
0371BR,8.002529148532307,7.839142857142857
0371KO,8.120370815724733,8.641142857142857
0372BB,8.877043097340849,8.849473684210528
0372BR,10.595867118834583,92.92999999999999
0372KO,11.048422923246063,10.649090909090908
0373BB,8.246220290268157,8.18742857142857
0373BR,4.85558441384762,76.71
0373KO,8.738000223115108,9.221428571428572
0374BB,0.5374011537017748,25.2
0374BR,23.461802999769652,70.7
0374KO,17.31097161199395,16.368285714285715
0375BB,8.626606166365764,8.748857142857142
0375BR,11.261381725173484,11.457058823529412
0375KO,6.724585489084063,56.325
0376BB,7.756405734357016,8.453714285714286
0376BR,97.69413032521453,111.57
0376KO,16.642890793055745,17.380857142857145
0377BB,11.752760519636771,12.292857142857143
0377BR,23.209327866183465,67.44
0377KO,15.639530436330482,16.192285714285713
0378BB,8.444708345918112,8.310952380952381
0378BR,10.656745431569496,10.496571428571428
0378KO,27.25163943260489,26.672
0379BB,20.08428231982714,21.235142857142858
0379BR,351.01350073750723,267.71
0379KO,13.687741433348984,14.371428571428572
0380BB,0.16970562748477783,72.0
0380BR,18.86839702747837,23.203714285714284
0380KO,13.41916313112651,12.75516129032258
0381BB,2.3688077169749353,86.08500000000001
0381BR,15.973606355485288,40.25
0381KO,16.66423443317147,17.502857142857142
0382BB,19.559876969419403,20.922
0382BR,15.885587020944488,29.50333333333333
0382KO,9.237643524285478,8.866896551724137
0383BB,20.841170753332577,22.57375
0383BR,20.011916122419567,21.276857142857143
0383KO,23.769133762759065,26.174857142857142
0384BB,34.81310085335176,36.85923076923076
0384BR,12.770348468229047,58.239999999999995
0384KO,7.764690852417335,8.096285714285715
0385BB,12.042028483606906,89.295
0385BR,64.4587134011635,80.20666666666666
0385KO,13.822868763043948,14.241428571428571
0386BB,21.22147585138518,22.617428571428572
0386BR,20.39412006764041,67.11333333333333
0386KO,6.806574923180817,7.847142857142856
0387KO,20.805054120929125,21.386285714285712
0388BB,3.026417023478419,86.32
0388BR,10.6350191976006,36.06333333333333
0388KO,6.464480325776616,6.65
0389BB,19.397518272347376,19.92285714285714
0389BR,2.6870057685088784,49.57
0389KO,8.677522378066723,8.956285714285713
0390BB,11.199905589337977,11.690285714285713
0390BR,19.320901462750985,56.17666666666667
0390KO,13.548806360027168,14.168571428571427
0391BB,6.165272341181343,5.990526315789474
0391BR,12.733508288501378,46.04666666666666
0391KO,9.070713636883974,9.348
0392BB,11.563908378000491,12.302285714285714
0392BR,15.356172483185171,95.50333333333333
0392KO,8.87200506929408,9.292857142857143
0393BB,7.076085812097538,7.370857142857143
0393BR,7.181346206202104,69.67666666666666
0393KO,10.726984923370521,11.19057142857143
0394BB,22.093309976422404,21.013142857142856
0394BR,18.025024957150055,18.864
0394KO,19.645009835288235,18.13057142857143
0395BB,12.951530768356978,13.610857142857142
0395BR,16.348260865710856,73.13333333333333
0395KO,22.829838675504917,22.903142857142857
0396BR,21.28462117716597,22.393142857142855
0396KO,6.9288973742962465,7.346
0397BB,9.755236533879266,10.066857142857142
0397BR,1.788980156401966,57.055
0397KO,6.659666342775848,8.015833333333333
0398BB,17.70505756447419,18.208857142857145
0398KO,16.044448315200196,15.674999999999999
0399BB,7.431692270270618,62.645
0399BR,1.124299782086613,81.715
0399KO,19.33671627506907,21.765142857142855
0400BB,14.427754339955946,15.164
0400BR,22.443972607062115,23.497714285714284
0400KO,8.437201565217038,9.750571428571428
0401BB,10.229666340862646,10.470285714285714
0401BR,29.680126347439963,86.94
0401KO,19.788869620075225,21.53742857142857
0402BB,15.157688611183877,16.167714285714286
0402BR,2.6860193595728243,32.03
0402KO,21.364795546400533,22.17628571428571
0403BB,43.75576761982356,74.65
0403BR,20.412275397190694,16.22885714285714
0403KO,21.894410425931994,22.635428571428573
0404BB,62.649660813128115,83.07000000000001
0404KO,13.272672829299056,13.798285714285715
0405BB,9.051404487331085,8.640571428571429
0405BR,563.1661888229204,354.53666666666663
0405KO,19.56654277405777,17.97193548387097
0406BB,42.525401820558976,52.52
0406BR,404.13060920944855,249.42999999999998
0406KO,7.610240579684209,8.308285714285715
0407BB,5.818286833825939,6.321714285714285
0407BR,9.330816327274556,91.38333333333333
0407KO,5.712377979867399,6.527142857142857
0408BB,20.28278264760101,18.619473684210526
0408BR,1.6525838354931737,69.93666666666667
0408KO,8.238676211278468,8.722857142857142
0409BB,9.818772578992913,10.248571428571429
0409BR,10.271997040170781,9.273428571428571
0409KO,23.24454867914414,23.967916666666667
0410BB,3.12541197284454,27.990000000000002
0410BR,10.387137879769064,57.24333333333334
0410KO,27.50464617316702,48.378888888888895
0411BB,23.105722715052085,22.806857142857144
0411BR,13.937074657186848,41.835
0411KO,23.54949082210262,22.565862068965515
0412BB,0.26162950903902576,73.955
0412BR,6.613241136790141,28.6975
0412KO,18.857881841899033,18.365714285714283
0413BB,7.651950517527481,8.050571428571429
0413BR,0.7141778489984091,39.205
0413KO,17.784877572030144,19.373428571428573
0414BB,7.256506712869012,7.72125
0414BR,6.660728188419041,25.849999999999998
0414KO,15.364977736408736,16.276571428571426
0415BB,9.403816916818512,9.615428571428572
0415BR,15.679447731870871,17.318
0416BB,26.26929219111589,34.632999999999996
0416BR,19.510453018184634,21.107714285714284
0416KO,11.663004189431174,10.45742857142857
0417BB,7.649528276772553,8.056285714285716
0417BR,22.95060864794057,24.02457142857143
0417KO,22.364688986108842,23.034285714285716
0418BB,8.521377783418073,9.248285714285714
0418BR,118.42680656823262,124.29485714285714
0418KO,13.673324345434882,14.103142857142858
0419BB,18.094862530563745,49.105000000000004
0419BR,20.843182066456702,21.512857142857143
0419KO,22.413921506753884,22.431428571428572
0420BR,14.829273976384236,39.855000000000004
0420KO,19.003636383553523,20.725714285714286
0421BB,5.837403114917662,6.246857142857143
0421KO,21.039801369800813,20.207714285714285
0422BB,12.825073099206879,30.540000000000003
0422BR,20.46788103633708,22.124000000000002
0422KO,15.324222875000514,15.341428571428573
0423BB,48.79527398486021,26.215151515151515
0423BR,22.428824390266463,23.311999999999998
